TRAVEL_ID,VISIT_AREA_NM,GUNGU,ROAD_NM_ADDR,LOTNO_ADDR,LONGITUDE,LATITUDE,VISIT_AREA_TYPE_CD,VISIT_CHC_REASON_CD,REVISIT_YN,REVISIT_INTENTION,RCMDTN_INTENTION,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STATUS_ACCOMPANY,DGSTFN
406,아트스페이스 합정,마포구,서울 마포구 포은로 24,서울 마포구 합정동 394-7,126.908661,37.550098,문화시설,지명도/명소/핫플레이스,N,5.0,5.0,여,30~40,1,3,2,3,1,3,혼자,5.0
529,식물학,강남구,서울 강남구 강남대로154길 33,서울 강남구 신사동 516-16,127.021655,37.51837,음식점/카페,과거 경험이 좋아서,Y,5.0,5.0,남,30~40,2,1,2,1,3,1,연인,5.0
955,국립한글박물관,용산구,서울 용산구 서빙고로 139,서울 용산구 용산동6가 168-6,126.980978,37.521185,역사/유적지,지명도/명소/핫플레이스,N,5.0,5.0,여,30~40,1,1,3,3,1,3,가족,5.0
511,더현대서울,영등포구,서울 영등포구 여의대로 108,서울 영등포구 여의도동 22,126.928446,37.525872,쇼핑,지명도/명소/핫플레이스,Y,5.0,5.0,여,10~20,1,1,1,3,3,3,연인,5.0
597,코엑스,강남구,서울 강남구 영동대로 513,서울 강남구 삼성동 159,127.058828,37.512661,쇼핑,지명도/명소/핫플레이스,Y,5.0,4.0,남,10~20,2,3,1,1,3,1,혼자,5.0
407,라라코스트 롯데월드점,송파구,서울 송파구 올림픽로 240,서울 송파구 잠실동 40-1,127.09814,37.511311,쇼핑,과거 경험이 좋아서,N,3.0,3.0,여,10~20,1,1,2,2,3,3,연인,3.0
1055,광희동중앙아시아촌,중구,,서울 중구 광희동1가,127.005673,37.565361,쇼핑,과거 경험이 좋아서,N,5.0,5.0,여,10~20,1,1,2,1,3,3,혼자,4.0
772,경양카츠 타임스퀘어점,영등포구,서울 영등포구 영중로 15,서울 영등포구 영등포동4가 442,126.90371,37.517178,음식점/카페,지명도/명소/핫플레이스,N,3.0,3.0,여,30~40,2,1,1,1,1,1,혼자,3.0
292,초심삼겹살,강서구,서울 강서구 마곡중앙로 165,서울 강서구 마곡동 757-5,126.827766,37.568435,음식점/카페,지명도/명소/핫플레이스,N,4.0,4.0,여,30~40,1,1,1,2,3,3,가족,5.0
1154,오린지,송파구,서울 송파구 송파대로48길 19,서울 송파구 송파동 30-9,127.106391,37.509653,음식점/카페,지명도/명소/핫플레이스,N,4.0,5.0,여,10~20,3,1,3,3,1,3,연인,5.0
1086,국립현대미술관 서울관,종로구,서울 종로구 삼청로 30,서울 종로구 소격동 165-10,126.980098,37.578627,문화시설,지명도/명소/핫플레이스,Y,5.0,5.0,여,50대 이상,3,3,3,1,1,3,연인,5.0
45,스시텐 강변점,광진구,서울 광진구 구의강변로 86,서울 광진구 구의동 214-6,127.093962,37.538211,음식점/카페,가성비가 좋아서,N,5.0,5.0,여,30~40,1,1,1,1,2,1,혼자,5.0
6,느루,용산구,서울 용산구 한강대로 126-2,서울 용산구 한강로2가 134-1,126.969686,37.530668,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,여,30~40,1,1,1,1,3,3,친구,5.0
718,성미산알루,마포구,서울 마포구 성미산로1길 29,서울 마포구 성산동 253-13,126.907804,37.559274,음식점/카페,지명도/명소/핫플레이스,Y,5.0,5.0,여,30~40,3,3,1,1,1,3,혼자,5.0
655,미엔아이 송파점,송파구,서울 송파구 오금로16길 5,서울 송파구 송파동 55,127.109129,37.510883,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,1,1,2,1,2,2,연인,5.0
737,스타필드 코엑스몰,강남구,서울 강남구 영동대로 513,서울 강남구 삼성동 159-9,127.059777,37.511318,쇼핑,과거 경험이 좋아서,Y,3.0,3.0,남,50대 이상,1,1,2,2,3,2,가족,3.0
746,그랑핸드 서촌,종로구,서울 종로구 자하문로4길 14-2,서울 종로구 통의동 35-106,126.973023,37.57723,쇼핑,지인 추천이 있어서,N,4.0,4.0,남,10~20,3,1,2,1,3,3,친구,4.0
351,무신사 스탠다드 강남,서초구,서울 서초구 서초대로77길 54,서울 서초구 서초동 1303-37,127.024934,37.502544,쇼핑,과거 경험이 좋아서,N,5.0,5.0,남,10~20,2,1,2,1,1,3,혼자,5.0
184,스타벅스 국립중앙의료원점,중구,서울 중구 을지로 251,서울 중구 을지로6가 18-131,127.006343,37.566453,음식점/카페,과거 경험이 좋아서,N,3.0,3.0,여,30~40,2,3,1,3,3,3,혼자,4.0
792,더현대서울,영등포구,서울 영등포구 여의대로 108,서울 영등포구 여의도동 22,126.928446,37.525872,쇼핑,과거 경험이 좋아서,N,3.0,3.0,남,10~20,3,1,1,1,1,2,혼자,3.0
366,우시야 성수점,성동구,서울 성동구 뚝섬로9길 3,서울 성동구 성수동2가 331-60,127.056804,37.538597,음식점/카페,지명도/명소/핫플레이스,N,4.0,5.0,남,10~20,1,1,1,1,1,3,연인,5.0
349,서울숲카페거리,성동구,,서울 성동구 성수동1가 668-11,127.043029,37.546444,쇼핑,지명도/명소/핫플레이스,N,3.0,3.0,여,30~40,1,1,1,1,1,3,혼자,3.0
274,종묘,종로구,서울 종로구 종로 157,서울 종로구 훈정동 1-2,126.994213,37.576108,역사/유적지,가기 편해서/교통이 좋아서,N,2.0,4.0,남,10~20,3,2,1,2,3,3,혼자,4.0
115,황금손가락초밥,광진구,서울 광진구 구의강변로 49,서울 광진구 구의동 593-13,127.091664,37.535214,음식점/카페,가성비가 좋아서,Y,4.0,4.0,여,30~40,3,3,1,3,3,1,연인,4.0
633,경복궁,종로구,서울 종로구 사직로 161,서울 종로구 세종로 1-91,126.976897,37.577609,역사/유적지,지인 추천이 있어서,N,3.0,3.0,여,30~40,1,1,1,3,1,3,연인,3.0
654,할리스 신림역점,관악구,서울 관악구 신림로 313,서울 관악구 신림동 1637-1,126.929716,37.482212,음식점/카페,가기 편해서/교통이 좋아서,N,3.0,3.0,남,10~20,3,1,1,1,3,3,혼자,4.0
447,롯데마트 금천점,금천구,서울 금천구 시흥대로 291,서울 금천구 독산동 1155,126.897027,37.459188,쇼핑,과거 경험이 좋아서,N,4.0,4.0,여,10~20,3,1,3,3,1,3,연인,4.0
775,반얀트리클럽&스파서울,중구,서울 중구 장충단로 60,서울 중구 장충동2가 201,127.001129,37.550729,테마시설,지인 추천이 있어서,N,5.0,5.0,남,10~20,1,1,3,1,1,3,혼자,5.0
300,목동종합운동장 목동아이스링크,양천구,서울 양천구 안양천로 939,서울 양천구 목동 914,126.879261,37.530733,테마시설,지인 추천이 있어서,N,3.0,3.0,여,30~40,2,3,1,3,3,1,가족,4.0
302,왕비집,중구,서울 중구 명동8가길 26,서울 중구 충무로2가 63-3,126.98645,37.561598,음식점/카페,가성비가 좋아서,N,4.0,4.0,남,10~20,3,1,1,2,2,3,연인,4.0
358,스타벅스 송파KT점,송파구,서울 송파구 잠실로 209,서울 송파구 신천동 29-1,127.106303,37.514,음식점/카페,가기 편해서/교통이 좋아서,N,4.0,4.0,남,30~40,3,1,1,3,3,3,연인,4.0
859,도레도레 서울역점,용산구,서울 용산구 청파로 378,서울 용산구 동자동 43-205,126.970715,37.553663,음식점/카페,과거 경험이 좋아서,N,3.0,3.0,여,10~20,3,1,1,1,3,3,연인,4.0
1055,오젤헤어,중구,서울 중구 을지로42길 20,서울 중구 광희동1가 112-1,127.005592,37.565375,쇼핑,과거 경험이 좋아서,Y,5.0,5.0,여,10~20,1,1,2,1,3,3,혼자,5.0
150,콘텐츠플래닝,종로구,서울 종로구 대학로12길 92,서울 종로구 동숭동 1-139,127.0037,37.580101,문화시설,지인 추천이 있어서,N,4.0,4.0,남,10~20,3,1,3,3,3,3,연인,4.0
744,이문닭발,동대문구,서울 동대문구 회기로19길 10,서울 동대문구 회기동 16-97,127.052923,37.591916,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,여,10~20,1,2,1,1,3,3,연인,5.0
119,일락 한양대점,성동구,서울 성동구 마조로3가길 30,서울 성동구 행당동 19-45,127.040333,37.559808,음식점/카페,지명도/명소/핫플레이스,N,3.0,3.0,남,30~40,3,1,3,2,3,1,혼자,4.0
552,후와후와 광화문점,종로구,서울 종로구 종로3길 17,서울 종로구 청진동 246,126.978905,37.571054,음식점/카페,지명도/명소/핫플레이스,N,3.0,3.0,여,30~40,2,1,3,3,3,1,혼자,4.0
19,팬케익팬트리,광진구,서울 광진구 뚝섬로34길 67,서울 광진구 자양동 854,127.067611,37.532109,음식점/카페,지명도/명소/핫플레이스,N,2.0,3.0,여,30~40,1,1,1,2,3,1,연인,3.0
251,석촌호수산책길,송파구,,서울 송파구 송파동,127.105721,37.51009,자연,지명도/명소/핫플레이스,N,4.0,3.0,여,30~40,2,2,1,2,2,1,가족,4.0
117,신세계백화점 강남점,서초구,서울 서초구 신반포로 176,서울 서초구 반포동 19-3,127.00432,37.505306,쇼핑,과거 경험이 좋아서,Y,3.0,3.0,여,10~20,1,3,2,1,1,3,혼자,4.0
217,더현대서울,영등포구,서울 영등포구 여의대로 108,서울 영등포구 여의도동 22,126.928446,37.525872,쇼핑,지명도/명소/핫플레이스,N,4.0,4.0,남,30~40,2,1,1,2,1,3,혼자,4.0
192,여의도한강공원,영등포구,,서울 영등포구 여의도동 85,126.935129,37.526389,자연,지명도/명소/핫플레이스,N,5.0,5.0,여,30~40,2,3,3,3,3,2,혼자,5.0
894,CGV 명동,중구,서울 중구 명동길 14,서울 중구 명동2가 83-5,126.982583,37.563493,문화시설,지인 추천이 있어서,N,5.0,5.0,남,10~20,3,1,1,3,3,3,혼자,5.0
14,퀴즈노스서브 역삼점,강남구,서울 강남구 테헤란로 230,서울 강남구 역삼동 720,127.041514,37.501837,음식점/카페,과거 경험이 좋아서,N,2.0,2.0,여,30~40,2,2,2,3,3,3,혼자,3.0
145,라인프렌즈 월드 팝업스토어,성동구,서울 성동구 성수일로4길 12,서울 성동구 성수동1가 27-3,127.050127,37.542525,테마시설,지명도/명소/핫플레이스,N,4.0,5.0,남,10~20,1,3,1,2,3,3,연인,5.0
559,망원시장,마포구,,서울 마포구 망원동 403-6,126.906465,37.555305,쇼핑,지명도/명소/핫플레이스,N,3.0,4.0,남,30~40,1,1,1,3,3,3,가족,4.0
565,아로이커피 녹번점,은평구,서울 은평구 통일로 675,서울 은평구 녹번동 14-1,126.933069,37.60664,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,여,10~20,1,1,3,2,3,1,혼자,5.0
410,올림픽공원,송파구,서울 송파구 올림픽로 424,서울 송파구 방이동 88-3,127.120813,37.520534,자연,과거 경험이 좋아서,Y,5.0,5.0,여,10~20,1,1,3,1,3,3,혼자,5.0
1076,크래프트루,종로구,서울 종로구 수표로28길 17-7,서울 종로구 익선동 166-57,126.989454,37.573077,음식점/카페,과거 경험이 좋아서,N,5.0,5.0,남,30~40,2,1,3,1,1,1,가족,5.0
722,세븐일레븐 라마다신설동점,동대문구,서울 동대문구 왕산로 20,서울 동대문구 신설동 98-27,127.025811,37.576159,쇼핑,가기 편해서/교통이 좋아서,N,4.0,4.0,여,10~20,3,1,2,1,3,3,연인,5.0
478,맥도날드 강남2호점,강남구,서울 강남구 테헤란로 107,서울 강남구 역삼동 822-2,127.028733,37.498647,음식점/카페,가성비가 좋아서,N,3.0,4.0,남,30~40,3,1,2,2,3,1,혼자,4.0
233,누데이크 하우스도산,강남구,서울 강남구 압구정로46길 50,서울 강남구 신사동 649-8,127.03568,37.525366,음식점/카페,지명도/명소/핫플레이스,N,3.0,3.0,여,50대 이상,2,1,1,1,1,2,연인,3.0
672,건국대학교 일감호,광진구,서울 광진구 능동로 120,서울 광진구 화양동 393-1,127.0764,37.540743,자연,지명도/명소/핫플레이스,N,4.0,4.0,여,10~20,3,1,3,1,1,3,연인,4.0
246,북촌한옥마을,종로구,서울 종로구 북촌로11길 49,서울 종로구 가회동 31-31,126.983385,37.582919,자연,지명도/명소/핫플레이스,Y,3.0,3.0,여,30~40,1,1,2,2,1,2,혼자,3.0
664,노랑통닭 응암점,은평구,서울 은평구 응암로13길 20,서울 은평구 응암동 591-7,126.915059,37.589142,음식점/카페,과거 경험이 좋아서,N,4.0,4.0,남,10~20,1,1,3,1,3,1,연인,4.0
357,타임스퀘어,영등포구,서울 영등포구 영중로 15,서울 영등포구 영등포동4가 442,126.903071,37.517105,쇼핑,지명도/명소/핫플레이스,N,5.0,5.0,여,30~40,1,1,1,1,1,2,혼자,5.0
751,동대문디자인플라자(DDP) 동대문역사문화공원,중구,서울 중구 을지로 281,서울 중구 을지로7가 2-1,127.010844,37.567202,문화시설,지명도/명소/핫플레이스,Y,5.0,5.0,여,50대 이상,3,2,3,1,3,3,혼자,5.0
1027,화곡본동시장,강서구,서울 강서구 초록마을로2길 48,서울 강서구 화곡동 98-154,126.843534,37.543255,쇼핑,지명도/명소/핫플레이스,N,5.0,5.0,남,30~40,1,1,3,1,1,3,친구,5.0
872,마로니에공원,종로구,서울 종로구 대학로 104,서울 종로구 동숭동 1-124,127.002826,37.580289,자연,기타,N,4.0,4.0,남,50대 이상,1,1,3,1,2,2,혼자,5.0
198,남산서울타워,용산구,서울 용산구 남산공원길 105,서울 용산구 용산동2가 산 1-3,126.988217,37.55128,테마시설,과거 경험이 좋아서,Y,5.0,5.0,남,30~40,1,1,2,1,1,3,혼자,5.0
345,이마트 용산점,용산구,서울 용산구 한강대로23길 55,서울 용산구 한강로3가 40-999,126.965788,37.529682,쇼핑,과거 경험이 좋아서,N,5.0,5.0,여,10~20,1,1,3,1,3,1,연인,5.0
253,마크,강서구,서울 강서구 화곡로26가길 32,서울 강서구 화곡동 1074-2,126.838339,37.540531,음식점/카페,지인 추천이 있어서,Y,4.0,4.0,남,30~40,2,1,3,1,3,2,혼자,4.0
446,아이파크몰,용산구,서울 용산구 한강대로23길 55,서울 용산구 한강로3가 40-999,126.964533,37.528817,쇼핑,가기 편해서/교통이 좋아서,Y,5.0,5.0,남,10~20,3,1,1,3,1,3,연인,5.0
373,애니메이트 홍대점,마포구,서울 마포구 양화로 188,서울 마포구 동교동 192-45,126.926492,37.557739,쇼핑,지명도/명소/핫플레이스,N,4.0,3.0,남,10~20,3,1,3,3,3,3,혼자,5.0
807,더현대서울,영등포구,서울 영등포구 여의대로 108,서울 영등포구 여의도동 22,126.928446,37.525872,쇼핑,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,2,1,3,3,3,3,연인,5.0
408,이태원블링크안경,용산구,서울 용산구 이태원로20가길 9-5,서울 용산구 이태원동 72-27,126.992754,37.533844,쇼핑,과거 경험이 좋아서,Y,5.0,5.0,남,10~20,2,1,1,1,3,1,혼자,5.0
79,루트66,용산구,서울 용산구 이태원로 164-1,서울 용산구 이태원동 72-33,126.992238,37.534075,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,3,1,3,1,1,3,혼자,5.0
265,디라이프스타일 키친 광화문점,중구,서울 중구 세종대로 136,서울 중구 무교동 97,126.978258,37.568422,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,여,30~40,1,1,3,3,3,1,혼자,5.0
890,등촌샤브칼국수 안국역점,종로구,서울 종로구 북촌로2길 7,서울 종로구 재동 84-19,126.986171,37.577945,음식점/카페,과거 경험이 좋아서,N,5.0,5.0,여,10~20,2,2,1,3,1,3,연인,5.0
425,악쓰는하마코인노래방,종로구,서울 종로구 대명길 9,서울 종로구 명륜4가 8-1,127.000942,37.583359,쇼핑,과거 경험이 좋아서,N,5.0,5.0,여,10~20,3,1,3,3,3,3,연인,5.0
40,딥티크 가로수길 플래그십스토어,강남구,서울 강남구 가로수길 15,서울 강남구 신사동 536-16,127.022974,37.518891,쇼핑,지명도/명소/핫플레이스,N,3.0,4.0,여,10~20,3,3,3,3,1,1,혼자,4.0
1155,여의도한강공원,영등포구,,서울 영등포구 여의도동 85,126.935129,37.526389,자연,과거 경험이 좋아서,Y,4.0,4.0,여,30~40,1,1,3,2,1,3,가족,4.0
249,롯데월드,송파구,서울 송파구 올림픽로 240,서울 송파구 잠실동 40-1,127.09812,37.511131,테마시설,가기 편해서/교통이 좋아서,Y,4.0,4.0,남,30~40,3,1,1,3,3,1,혼자,4.0
33,동대문디자인플라자(DDP,중구,서울 중구 을지로 281,서울 중구 신당동 853,127.011536,37.567116,역사/유적지,지명도/명소/핫플레이스,N,4.0,4.0,남,30~40,1,1,3,3,3,3,가족,4.0
1083,여의도한강공원,영등포구,,서울 영등포구 여의도동 85,126.935129,37.526389,자연,과거 경험이 좋아서,Y,5.0,5.0,여,10~20,3,2,1,3,3,2,연인,5.0
491,고척스카이돔 전면광장,구로구,서울 구로구 경인로 430,서울 구로구 고척동 63-6,126.868105,37.49925,문화시설,기타,N,5.0,5.0,남,10~20,3,1,3,1,1,3,혼자,5.0
1156,용산가족공원,용산구,서울 용산구 서빙고로 137,서울 용산구 용산동6가 168-6,126.982834,37.521866,자연,지명도/명소/핫플레이스,N,4.0,3.0,여,10~20,1,1,1,3,3,3,연인,4.0
834,국립현대미술관 서울관,종로구,서울 종로구 삼청로 30,서울 종로구 소격동 165-10,126.980098,37.578627,문화시설,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,1,3,2,1,3,3,연인,5.0
792,여의도한강공원,영등포구,,서울 영등포구 여의도동 85,126.935129,37.526389,자연,지명도/명소/핫플레이스,N,4.0,4.0,남,10~20,3,1,1,1,1,2,혼자,4.0
703,국립현대미술관 서울관,종로구,서울 종로구 삼청로 30,서울 종로구 소격동 165-10,126.980098,37.578627,문화시설,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,3,3,3,1,2,2,혼자,3.0
236,배봉산,동대문구,서울 동대문구 사가정로 191-1,서울 동대문구 전농동 산 32-20,127.063937,37.581081,자연,과거 경험이 좋아서,Y,5.0,5.0,남,30~40,2,2,2,2,3,3,혼자,5.0
80,더현대서울,영등포구,서울 영등포구 여의대로 108,서울 영등포구 여의도동 22,126.928446,37.525872,쇼핑,과거 경험이 좋아서,Y,5.0,5.0,여,10~20,2,1,2,3,3,3,혼자,5.0
760,담솥 익선직영점,종로구,서울 종로구 수표로28길 21-3,서울 종로구 익선동 166-44,126.989715,37.572972,음식점/카페,과거 경험이 좋아서,N,1.0,2.0,여,10~20,3,1,2,3,3,3,연인,3.0
525,청와대 정문,종로구,제주특별자치도 서귀포시 중앙로62번길 18,서울 종로구 세종로 1,126.97524,37.584368,역사/유적지,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,2,1,2,3,1,1,연인,5.0
242,메종 파이프그라운드,성동구,서울 성동구 왕십리로 83-21,서울 성동구 성수동1가 685-700,127.044244,37.543932,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,여,10~20,1,1,2,2,1,3,연인,5.0
963,5TO7,성동구,서울 성동구 서울숲2길 44-13,서울 성동구 성수동1가 668-136,127.043322,37.546083,음식점/카페,과거 경험이 좋아서,N,4.0,4.0,남,10~20,3,1,3,1,3,3,연인,4.0
547,이디야커피 종로3가점,종로구,서울 종로구 종로 126,서울 종로구 종로3가 124,126.991538,37.570104,음식점/카페,과거 경험이 좋아서,N,5.0,5.0,남,10~20,1,1,3,1,1,2,연인,5.0
895,LP바 제플린,서초구,서울 서초구 사평대로56길 8,서울 서초구 서초동 1302-45,127.02294,37.50324,음식점/카페,과거 경험이 좋아서,Y,5.0,5.0,여,10~20,1,2,1,1,3,3,연인,5.0
823,T팩토리,마포구,서울 마포구 양화로 144,서울 마포구 동교동 162-5,126.922395,37.555345,테마시설,지명도/명소/핫플레이스,N,4.0,5.0,여,10~20,3,1,3,1,1,3,연인,5.0
963,온더스팟 OTS한남점,용산구,서울 용산구 이태원로 238-1,서울 용산구 한남동 683-134,127.000018,37.536007,쇼핑,과거 경험이 좋아서,N,3.0,4.0,남,10~20,3,1,3,1,3,3,연인,4.0
811,한남동 카페거리,용산구,,서울 용산구 한남동,127.001589,37.536969,음식점/카페,지명도/명소/핫플레이스,N,4.0,4.0,여,10~20,1,1,2,2,1,3,혼자,4.0
289,홍대패션거리,마포구,서울 마포구 홍익로 22,서울 마포구 서교동 348-78,126.923581,37.555397,쇼핑,지명도/명소/핫플레이스,N,4.0,4.0,남,10~20,1,1,1,1,1,3,연인,4.0
831,딘딘향 당산역점,영등포구,서울 영등포구 당산로45길 1,서울 영등포구 당산동5가 9-2,126.900509,37.533233,음식점/카페,과거 경험이 좋아서,Y,5.0,5.0,여,50대 이상,1,2,1,1,3,1,혼자,5.0
253,왕장군주먹고기 신월점본점,양천구,서울 양천구 월정로 237,서울 양천구 신월동 60-39,126.832562,37.539268,음식점/카페,지명도/명소/핫플레이스,N,4.0,4.0,남,30~40,2,1,3,1,3,2,혼자,4.0
843,인왕산 범바위,종로구,제주특별자치도 제주시 구좌읍 문주란로 121-1,서울 종로구 누상동 산 1-29,126.957981,37.581615,자연,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,1,1,1,3,3,3,혼자,5.0
995,창덕궁 돈화문,종로구,서울 종로구 율곡로 99,서울 종로구 와룡동 2-71,126.989947,37.577859,역사/유적지,기타,N,5.0,5.0,남,10~20,1,1,3,3,3,3,연인,5.0
406,모리셔스브라운 대학로마로니에공원점,종로구,서울 종로구 대학로 112,서울 종로구 동숭동 1-117,127.0024,37.581188,문화시설,기타,N,5.0,5.0,여,30~40,1,3,2,3,1,3,혼자,5.0
454,누볼라,서초구,서울 서초구 강남대로53길 12,서울 서초구 서초동 1327-34,127.027705,37.494393,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,여,10~20,3,2,3,3,1,3,가족,5.0
678,청와대 본관,종로구,서울 종로구 청와대로 1,서울 종로구 세종로 1,126.974854,37.586573,문화시설,지명도/명소/핫플레이스,N,5.0,5.0,여,50대 이상,1,3,1,3,3,1,가족,4.0
825,CU 면목7동점,중랑구,서울 중랑구 사가정로54길 42,서울 중랑구 면목동 626-14,127.087628,37.579215,쇼핑,가기 편해서/교통이 좋아서,N,3.0,3.0,남,30~40,1,1,3,3,3,3,연인,3.0
425,아비꼬 대학로점,종로구,서울 종로구 대학로12길 22,서울 종로구 동숭동 1-66,127.003142,37.582538,음식점/카페,과거 경험이 좋아서,Y,5.0,5.0,여,10~20,3,1,3,3,3,3,연인,4.0
1004,흐이,용산구,서울 용산구 두텁바위로 71,서울 용산구 후암동 254-83,126.980093,37.546287,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,3,2,1,2,1,3,혼자,5.0
10,경복궁,종로구,서울 종로구 사직로 161,서울 종로구 세종로 1-91,126.976897,37.577609,역사/유적지,지명도/명소/핫플레이스,N,2.0,4.0,여,10~20,3,1,3,3,3,3,연인,4.0
139,석촌호수 동호,송파구,서울 송파구 송파나루길 166,서울 송파구 신천동 32,127.1059,37.511621,자연,기타,Y,5.0,5.0,여,10~20,2,1,1,3,3,3,혼자,5.0
329,청담집,강남구,서울 강남구 도산대로 404,서울 강남구 청담동 1-1,127.039868,37.522927,음식점/카페,과거 경험이 좋아서,N,2.0,2.0,남,30~40,3,3,3,3,3,2,가족,3.0
833,도산근린공원,강남구,서울 강남구 도산대로45길 20,서울 강남구 신사동 649-9,127.035288,37.524558,역사/유적지,과거 경험이 좋아서,N,3.0,3.0,남,30~40,1,2,2,2,1,1,연인,3.0
556,광장시장,종로구,서울 종로구 창경궁로 88,서울 종로구 예지동 2-1,126.99895,37.570028,쇼핑,과거 경험이 좋아서,Y,5.0,4.0,여,30~40,3,1,3,2,3,1,연인,5.0
822,망원시장,마포구,,서울 마포구 망원동 403-6,126.906465,37.555305,쇼핑,지인 추천이 있어서,N,3.0,3.0,여,10~20,2,1,2,3,3,3,혼자,4.0
417,현대백화점 목동점,양천구,서울 양천구 목동동로 257,서울 양천구 목동 916,126.875258,37.526654,쇼핑,기타,N,5.0,5.0,남,30~40,2,1,1,3,2,3,혼자,5.0
328,강남 테헤란로,강남구,,서울특별시 강남구 역삼동,127.033065,37.495367,쇼핑,지명도/명소/핫플레이스,Y,4.0,4.0,남,10~20,2,2,3,1,3,2,혼자,4.0
520,국립현대미술관 서울관,종로구,서울 종로구 삼청로 30,서울 종로구 소격동 165-10,126.980098,37.578627,문화시설,기타,Y,5.0,5.0,여,10~20,3,2,3,2,3,3,친구,5.0
767,아모레퍼시픽그룹 본사,용산구,서울 용산구 한강대로 100,서울 용산구 한강로2가 424,126.96844,37.528582,쇼핑,지명도/명소/핫플레이스,N,5.0,5.0,여,30~40,2,1,1,1,3,3,혼자,5.0
497,서울숲,성동구,,서울 성동구 성수동1가 678-1,127.037618,37.544322,자연,지인 추천이 있어서,N,5.0,2.0,남,30~40,1,1,3,1,1,3,연인,5.0
154,블루보틀 광화문 카페,종로구,서울 종로구 청계천로 11,서울 종로구 서린동 149,126.978869,37.569482,음식점/카페,지명도/명소/핫플레이스,N,3.0,4.0,남,10~20,3,2,3,2,3,2,연인,4.0
1157,코스트코 양재점,서초구,서울 서초구 양재대로 159,서울 서초구 양재동 217-6,127.036288,37.461931,쇼핑,과거 경험이 좋아서,Y,5.0,5.0,남,30~40,3,2,1,2,3,2,연인,5.0
132,우래옥 본점,중구,서울 중구 창경궁로 62-29,서울 중구 주교동 118-1,126.998719,37.568212,음식점/카페,과거 경험이 좋아서,Y,5.0,5.0,남,30~40,1,2,2,1,1,1,가족,5.0
457,충무아트센터 대극장,중구,서울 중구 퇴계로 387,서울 중구 흥인동 131,127.01481,37.566027,문화시설,과거 경험이 좋아서,Y,5.0,5.0,여,10~20,3,1,1,3,3,3,혼자,5.0
869,불고기브라더스 도시락점방 롯데월드점,송파구,서울 송파구 올림픽로 240,서울 송파구 잠실동 40-1,127.098628,37.510914,음식점/카페,과거 경험이 좋아서,N,2.0,3.0,여,10~20,3,1,3,1,3,3,연인,3.0
272,롯데팩토리아울렛 가산점,금천구,서울 금천구 벚꽃로 278,서울 금천구 가산동 60-19,126.884828,37.479342,쇼핑,가성비가 좋아서,Y,5.0,5.0,여,10~20,2,2,1,1,1,3,혼자,5.0
806,설화수 북촌플래그십스토어,종로구,서울 종로구 북촌로 47,서울 종로구 가회동 74,126.98485,37.581013,문화시설,지명도/명소/핫플레이스,N,4.0,4.0,여,30~40,1,1,3,1,3,2,혼자,4.0
140,미쁘동 서울숲,성동구,서울 성동구 서울숲2길 11-12,서울 성동구 성수동1가 685-337,127.04012,37.54756,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,2,1,2,1,2,2,혼자,5.0
684,웨스틴조선 서울지점,중구,서울 중구 소공로 106,서울 중구 소공동 87-1,126.980056,37.564469,음식점/카페,가성비가 좋아서,Y,5.0,5.0,여,50대 이상,2,2,1,3,3,1,가족,4.0
146,이마트 용산점,용산구,서울 용산구 한강대로23길 55,서울 용산구 한강로3가 40-999,126.965788,37.529682,쇼핑,가기 편해서/교통이 좋아서,Y,3.0,3.0,남,30~40,1,1,1,1,1,3,혼자,3.0
18,청와대 본관,종로구,서울 종로구 청와대로 1,서울 종로구 세종로 1,126.974854,37.586573,문화시설,기타,N,3.0,3.0,여,50대 이상,1,1,2,2,1,1,가족,4.0
736,깍뚝,광진구,서울 광진구 능동로19길 36,서울 광진구 화양동 111-161,127.071828,37.547452,음식점/카페,지인 추천이 있어서,Y,4.0,4.0,여,30~40,3,1,1,3,3,3,혼자,4.0
226,운현궁,종로구,서울 종로구 삼일대로 464,서울 종로구 운니동 114-10,126.987086,37.576226,역사/유적지,지명도/명소/핫플레이스,N,4.0,5.0,여,50대 이상,2,1,1,2,2,3,혼자,5.0
